Project,Folder Name,File Name,Summary
"AbdurRKhalid","AbstractFactory","WindowsOSFactory.java","WindowsOSFactory is a concrete factory implementing GUIFactory in the Abstract Factory pattern. It overrides `createButton()` and `createCheckBox()` to produce Windows-specific Button and CheckBox instances, collaborating with those product types."
"AbdurRKhalid","AbstractFactory","WindowsButton.java","`WindowsButton` is a concrete product in the Abstract Factory pattern, implementing the `Button` interface. Its single responsibility is Windows‑specific button rendering via the overridden `paint()` method, collaborating with abstract factory builders and clients that depend on the `Button` abstraction."
"AbdurRKhalid","AbstractFactory","Button.java","The `Button` interface declares a `paint()` method, defining a common contract for concrete button products. In the Abstract Factory pattern, it acts as an abstract product, enabling client code to create and use platform‑specific button implementations without depending on their concrete classes."
"AbdurRKhalid","AbstractFactory","Test.java","The `Test` class serves as the application entry point. Its sole responsibility is to invoke `Application.paint` from the `main` method. It acts as a client bootstrap, delegating all work to the `Application` collaborator. No explicit design-pattern role is evident from the static analysis."
"AbdurRKhalid","AbstractFactory","CheckBox.java","The `CheckBox` interface defines a contract for rendering a checkbox via `paint()`. It acts as a product in the Abstract Factory pattern, where concrete factories create platform-specific implementations. Collaborators include concrete checkbox classes and the abstract factory that instantiates them."
"AbdurRKhalid","AbstractFactory","MacOSFactory.java","MacOSFactory is a concrete factory implementing GUIFactory. It creates MacOS-specific Button and CheckBox instances via overridden createButton() and createCheckBox() methods. It fulfills the abstract factory pattern to provide a family of macOS UI components."
"AbdurRKhalid","AbstractFactory","MacOSButton.java","MacOSButton is a concrete product implementing the Button interface, providing a macOS-specific `paint` method. It serves as a platform variant created by an abstract factory, fulfilling the abstract factory pattern’s role of generating distinct UI components."
"AbdurRKhalid","AbstractFactory","WindowsCheckBox.java","WindowsCheckBox is a concrete product implementing the CheckBox interface. It provides a Windows-specific paint method. In the Abstract Factory pattern, it serves as a ConcreteProduct, created by a corresponding factory to ensure platform-consistent UI components."
"AbdurRKhalid","AbstractFactory","Application.java","The `Application` class holds a `Button` and `CheckBox` created by a `GUIFactory` supplied to its constructor. It exposes a `paint()` method, presumably to render the widgets. The class is instantiated and called from `Test.main`, acting as a top-level UI container that relies on the factory for component creation."
"AbdurRKhalid","AbstractFactory","MacOSCheckBox.java","MacOSCheckBox is a concrete product in the Abstract Factory pattern, implementing the CheckBox interface. It provides a macOS‑specific `paint()` method, fulfilling the CheckBox contract. It collaborates with the CheckBox abstraction to enable platform‑specific UI element creation."
"AbdurRKhalid","AbstractFactory","GUIFactory.java","null"
"AbdurRKhalid","Adapter","RoundHole.java","null"
"AbdurRKhalid","Adapter","RoundPeg.java","RoundPeg holds a private radius and exposes it via `getRadius()`. It acts as the adaptee in an adapter pattern, providing a specific interface that an adapter can convert for clients expecting a different shape."
"AbdurRKhalid","Adapter","Test.java","The `Test` class serves as the application entry point, containing only the `main` method. It has no captured collaborators or explicit design-pattern roles. Its sole responsibility is to bootstrap program execution via the static `main` method."
"AbdurRKhalid","Adapter","SquarePegAdapter.java","SquarePegAdapter adapts a `SquarePeg` to the `RoundPeg` interface by extending `RoundPeg` and overriding `getRadius()`. It holds a private `SquarePeg` reference, enabling square pegs to be used where round pegs are expected, fulfilling the Adapter pattern role."
"AbdurRKhalid","Adapter","SquarePeg.java","SquarePeg represents a square peg with a given width, exposing `getWidth()` and `getSquare()`. It serves as the Adaptee in an Adapter pattern, requiring adaptation to a target interface."
"AbdurRKhalid","Decorator","DataSourceDecorator.java","`DataSourceDecorator` is an abstract decorator in the Decorator pattern, wrapping a `DataSource` instance. It delegates `writeData` and `readData` to the wrapped `wrappee`, enabling transparent extension of data source behaviour. It is called by `Test.main`."
