Project,Folder Name,File Name,Summary
"AbdurRKhalid","AbstractFactory","WindowsOSFactory.java","WindowsOSFactory is a concrete factory in the Abstract Factory pattern, responsible for creating Windows-specific Button and CheckBox instances. It extends GUIFactory and overrides createButton() and createCheckBox() to return platform-appropriate products."
"AbdurRKhalid","AbstractFactory","WindowsButton.java","WindowsButton is a concrete product in the Abstract Factory pattern, extending the Button base. It provides a Windows-specific implementation of the `paint()` method. Its primary collaborator is the abstract factory that creates it, ensuring platform-consistent UI components."
"AbdurRKhalid","AbstractFactory","Button.java","Button is a public interface defining a single `paint()` method. It serves as the abstract product in the Abstract Factory pattern, enabling concrete factories to create variant button implementations without coupling client code to specific UI toolkits. Its sole collaborator is the factory that produces it."
"AbdurRKhalid","AbstractFactory","Test.java","The public Test class provides the program entry point via `main`, delegating to `Application.paint`. It acts as a client in a facade pattern, simplifying subsystem invocation. Key collaborator: Application."
"AbdurRKhalid","AbstractFactory","CheckBox.java","The `CheckBox` interface declares the `paint()` method. As a product interface in the Abstract Factory pattern, it enables the creation of checkbox variants by concrete factories without coupling to specific implementations, supporting interchangeable families of UI components."
"AbdurRKhalid","AbstractFactory","MacOSFactory.java","MacOSFactory is a concrete abstract factory that creates macOS-specific Button and CheckBox components. It implements the GUIFactory interface and overrides createButton and createCheckBox, collaborating within the Abstract Factory pattern to deliver a platform-consistent product family."
"AbdurRKhalid","AbstractFactory","MacOSButton.java","MacOSButton is a concrete product in the Abstract Factory pattern. It extends Button and overrides `paint()` to provide the macOS-specific button rendering, collaborating with the Button abstraction to fulfill the factory contract."
"AbdurRKhalid","AbstractFactory","WindowsCheckBox.java","WindowsCheckBox is a concrete product in the Abstract Factory pattern. It extends CheckBox and implements the CheckBox interface, overriding `paint()` to render a Windows‑styled checkbox. It relies on a factory to create this platform‑specific UI component."
"AbdurRKhalid","AbstractFactory","Application.java","Application uses a `GUIFactory` to create and hold `Button` and `CheckBox` components, exposing a `paint()` method. It is invoked by `Test.main`. Static analysis identifies it as a facade, simplifying the abstract factory and"
"AbdurRKhalid","AbstractFactory","MacOSCheckBox.java","MacOSCheckBox is a concrete product in the Abstract Factory pattern. It extends CheckBox and implements the `paint()` method to render a macOS-styled checkbox. It collaborates with the abstract CheckBox type and is instantiated by a corresponding factory."
"AbdurRKhalid","AbstractFactory","GUIFactory.java","The `GUIFactory` interface declares factory methods for creating `Button` and `CheckBox` components, serving as the abstract factory in the Abstract Factory pattern. Concrete implementations supply a family of platform-specific UI elements, decoupling client code from product instantiation."
"AbdurRKhalid","Adapter","RoundHole.java","RoundHole represents a circular hole defined by its radius. It provides a getter for the radius and a fits method that accepts a RoundPeg to check compatibility. The class collaborates with RoundPeg to determine fit."
"AbdurRKhalid","Adapter","RoundPeg.java","RoundPeg stores a radius for a round peg and exposes it via `getRadius()`. In the detected Adapter pattern, it likely serves as the adaptee that a client expects, enabling square pegs to be adapted for round-hole compatibility."
"AbdurRKhalid","Adapter","Test.java","The Test class serves as the application entry point via its main method. No dependencies or design‑pattern roles are evident from the structural analysis."
"AbdurRKhalid","Adapter","SquarePegAdapter.java","SquarePegAdapter adapts a SquarePeg to the RoundPeg interface by extending RoundPeg and wrapping a SquarePeg instance. It overrides getRadius() to provide a compatible radius, fulfilling the Adapter pattern role."
"AbdurRKhalid","Adapter","SquarePeg.java","SquarePeg represents a square peg with a given width. It provides its width and"
"AbdurRKhalid","Decorator","DataSourceDecorator.java","`DataSourceDecorator` is an abstract Decorator participant that wraps a `DataSource` object. It delegates `writeData` and `readData` calls to the enclosed `wrappee`, allowing subclasses to extend behaviour. It collaborates with concrete `DataSource` components and is invoked by `Test.main`."
"AbdurRKhalid","Decorator","EncryptionDecorator.java","EncryptionDecorator is a concrete decorator adding encryption/decryption to a `DataSource`. It overrides `writeData` to encode data via the private `encode` method before delegation, and overrides `readData` to decode after retrieval. It collaborates with the wrapped source and relies on `encode` and `decode` helpers."
"AbdurRKhalid","Decorator","Test.java","Test acts as a client entry point, calling `readData` on `DataSource` and both `readData` and `writeData` on `DataSourceDecorator`. It exercises a facade pattern, as identified by static analysis, coordinating with these collaborators to demonstrate data operations."
"AbdurRKhalid","Decorator","CompressionDecorator.java","`CompressionDecorator` extends `DataSourceDecorator` in the Decorator pattern, adding data compression before writing and decompression after reading. It holds a configurable `compLevel` and collaborates with a wrapped `DataSource`. Its `writeData` method delegates to the private `compress` helper before passing data to the inner source."
"AbdurRKhalid","Decorator","FileDataSource.java","FileDataSource is a concrete component in the Decorator pattern, directly reading and writing data to a file identified by the `name` field. It implements the `DataSource` interface, serving as the core object that decorators can wrap."
"AbdurRKhalid","Decorator","DataSource.java","null"
"AbdurRKhalid","Facade","Codec.java","The public Codec interface defines a contract for codec-related behavior. No specific collaborators or design pattern roles are captured in the provided structural analysis."
"AbdurRKhalid","Facade","Test.java","Test is the client entry point that triggers video conversion through the VideoConversionFacade. It delegates to the facade’s convertVideo method, acting as the client in the Facade pattern to simplify usage of the underlying subsystem."
"AbdurRKhalid","Facade","OggCompressionCodec.java","OggCompressionCodec implements the Codec interface to deliver Ogg compression, distinguished by its public type field set to ""ogg"". It acts as a concrete codec component, intended to be encapsulated behind a facade to simplify client usage."
"AbdurRKhalid","Facade","VideoConversionFacade.java","The `VideoConversionFacade` serves as a Facade, simplifying video conversion for clients like `Test.main`. It orchestrates the workflow by delegating to `CodecFactory.extract`, `BitrateReader.read`, `BitrateReader.convert`, and `AudioMixer.fix`, hiding the complexity of the underlying subsystem."
"AbdurRKhalid","Facade","VideoFile.java","VideoFile holds video metadata (name and codec type) and exposes it via getters. It is used by `CodecFactory.extract` within a facade pattern, serving as a data object that the facade’s internal components operate on."
"AbdurRKhalid","Facade","AudioMixer.java","null"
"AbdurRKhalid","Facade","CodecFactory.java","CodecFactory acts as a utility within a Facade pattern, creating the appropriate `Codec` for a given `VideoFile`. It is invoked by `VideoConversionFacade.convertVideo` and collaborates with `VideoFile.getCodecType` to determine the required codec."
"AbdurRKhalid","Facade","MPEG4CompressionCodec.java","MPEG4CompressionCodec implements the `Codec` interface with a type field set to `""mp4""`, serving as a concrete codec for MPEG‑4 compression. It is part of the facade project structure but has no explicit design‑pattern role captured."
"AbdurRKhalid","Facade","BitrateReader.java","BitrateReader is a utility class that reads and converts video files using a specified codec. It is invoked by VideoConversionFacade as part of a facade pattern, encapsulating low-level video processing operations behind a simplified interface."
